offerdLoad,throughput,numOfTransmissions,numOfCollisions,fracMediaFree,numPktPerNode,avgLatencyPerNode
7.7,0.446557804578,155843,55843,0.430453694549,10000,11344244.0858
7.8,0.446450907074,156307,56307,0.430418820321,10000,11339844.2759
7.9,0.445268721619,156655,56655,0.430439256746,10000,11363863.194
8.0,0.446772070325,156303,56303,0.429920400597,10000,11351765.7482
8.1,0.445444207108,156204,56204,0.430784682245,10000,11380723.1343
8.2,0.444786478938,156653,56653,0.430897270808,10000,11384046.9458
8.3,0.446977098218,156103,56103,0.430258549134,10000,11381744.9636
8.4,0.444762843233,156701,56701,0.430286975981,10000,11384589.8558
8.5,0.447031525591,156232,56232,0.430235392845,10000,11399140.342
8.6,0.445421492645,155746,55746,0.43090481381,10000,11398515.5111
8.7,0.445426787006,156048,56048,0.430545602337,10000,11411101.2367
8.8,0.445767270752,156680,56680,0.431067909691,10000,11441200.392
8.9,0.443611529795,156312,56312,0.431109725322,10000,11427608.1132
9.0,0.445792507898,155795,55795,0.431242922101,10000,11433444.4095
9.1,0.444455695231,156777,56777,0.430908240607,10000,11452491.5947
9.2,0.446695611687,156477,56477,0.430406168288,10000,11438008.3697
9.3,0.445609558981,156018,56018,0.430689296228,10000,11462882.114
9.4,0.445993184492,156169,56169,0.430512017849,10000,11453954.6384
9.5,0.446984546488,155749,55749,0.430700183486,10000,11463636.6592
9.6,0.445423802252,155680,55680,0.431188400207,10000,11466786.3095
9.7,0.445146387366,156073,56073,0.43050804024,10000,11460669.4646
9.8,0.445743480201,155815,55815,0.431069855693,10000,11482481.8661
9.9,0.446497544237,156345,56345,0.430219550406,10000,11470609.4446
